PANNEAU,DEP,Voix,REG
21,13,205,93
21,14,82,28
21,15,5,84
21,16,24,75
21,17,72,75
21,18,109,24
21,19,16,75
21,21,71,27
21,22,48,53
21,23,5,75
21,24,28,75
21,25,84,27
21,26,30,84
21,27,188,28
21,28,23,24
21,29,108,53
21,2A,15,94
21,2B,7,94
21,30,210,76
21,31,500,76
21,32,93,76
21,33,77,75
21,34,318,76
21,35,335,53
21,36,13,24
21,37,225,24
21,38,372,84
21,39,14,27
21,40,45,75
21,41,21,24
21,42,181,84
21,43,72,84
21,44,87,52
21,45,35,24
21,46,63,76
21,47,12,75
21,48,37,76
21,49,279,52
21,50,169,28
21,51,116,44
21,52,27,44
21,53,97,52
21,54,188,44
21,55,5,44
21,56,302,53
21,57,268,44
21,58,33,27
21,59,560,32
21,60,214,32
21,61,74,28
21,62,351,32
21,63,229,84
21,64,33,75
21,65,74,76
21,66,161,76
21,67,310,44
21,68,155,44
21,69,495,84
21,70,12,27
21,71,145,27
21,72,155,52
21,73,160,84
21,74,227,84
21,75,559,11
21,76,329,28
21,77,315,11
21,78,439,11
21,79,24,75
21,80,103,32
21,81,138,76
21,82,73,76
21,83,26,93
21,84,27,93
21,85,163,52
21,86,49,75
21,87,15,75
21,88,93,44
21,89,91,27
21,90,33,27
21,91,371,11
21,92,496,11
21,93,298,11
21,94,395,11
21,95,294,11
22,55,92,44
22,56,528,53
22,57,492,44
22,58,105,27
22,59,1251,32
22,60,352,32
22,61,143,28
22,62,532,32
22,63,432,84
22,64,677,75
22,65,149,76
22,66,291,76
22,67,604,44
22,68,309,44
22,69,1001,84
22,70,122,27
22,71,299,27
22,72,296,52
22,73,281,84
22,74,353,84
22,75,1163,11
22,76,712,28
22,77,661,11
22,78,661,11
22,79,258,75
22,80,164,32
22,81,306,76
22,82,164,76
22,83,377,93
22,84,250,93
22,85,429,52
22,86,357,75
22,87,351,75
22,88,217,44
22,89,165,27
22,90,67,27
22,91,679,11
22,92,862,11
22,93,1056,11
22,94,772,11
22,95,577,11
22,01,295,84
22,02,201,32
22,03,178,84
22,04,138,93
22,05,140,93
22,06,357,93
22,07,307,84
22,08,95,44
22,09,201,76
22,10,99,44
22,11,254,76
22,12,240,76
22,13,830,93
22,14,451,28
22,15,65,84
22,16,242,75
22,17,391,75
22,18,126,24
22,19,185,75
22,21,278,27
22,22,533,53
22,23,138,75
22,24,316,75
22,25,349,27
22,26,372,84
22,27,360,28
22,28,162,24
22,29,923,53
22,2A,2,94
22,2B,1,94
22,30,447,76
22,31,1024,76
22,32,154,76
22,33,1095,75
22,34,732,76
22,35,931,53
22,36,107,24
22,37,376,24
22,38,936,84
22,39,177,27
22,40,282,75
22,41,164,24
22,42,362,84
22,43,158,84
22,44,1273,52
22,45,305,24
22,46,182,76
22,47,214,75
22,48,72,76
22,49,515,52
22,50,258,28
22,51,202,44
22,52,83,44
22,53,152,52
22,54,403,44
22,55,13,44
23,47,32,75
23,48,1,76
23,49,19,52
23,50,16,28
23,51,4,44
23,52,1,44
23,53,0,52
23,54,80,44
23,55,2,44
23,56,22,53
23,57,103,44
23,58,6,27
23,59,95,32
23,60,25,32
23,61,3,28
23,62,31,32
23,63,10,84
23,64,35,75
23,65,3,76
23,66,19,76
23,67,27,44
23,68,25,44
23,69,88,84
23,70,0,27
23,71,97,27
23,72,40,52
23,73,7,84
23,74,14,84
23,75,169,11
23,76,81,28
23,77,135,11
23,78,116,11
23,79,7,75
23,80,22,32
23,81,12,76
23,82,1,76
23,83,21,93
23,84,69,93
23,85,17,52
23,86,19,75
23,87,5,75
23,88,17,44
23,89,92,27
23,90,2,27
23,91,46,11
23,01,72,84
23,02,30,32
23,03,11,84
23,04,10,93
23,05,3,93
23,06,39,93
23,07,8,84
23,08,33,44
23,09,5,76
23,10,5,44
23,11,10,76
23,12,1,76
23,13,210,93
23,14,28,28
23,15,0,84
23,16,7,75
23,17,20,75
23,18,12,24
23,19,4,75
23,21,38,27
23,22,216,53
23,23,2,75
23,24,2,75
23,25,5,27
23,26,12,84
23,27,29,28
23,28,123,24
23,29,79,53
23,2A,2,94
23,2B,0,94
23,30,14,76
23,31,24,76
23,32,14,76
23,33,16,75
23,34,101,76
23,35,55,53
23,36,3,24
23,37,135,24
23,38,52,84
23,39,8,27
23,40,17,75
23,41,28,24
23,42,46,84
23,43,10,84
23,44,39,52
23,45,73,24
23,46,9,76
23,47,29,75
23,91,16,11
23,92,178,11
23,93,273,11
23,94,205,11
23,95,91,11
24,39,495,27
24,40,1885,75
24,41,1196,24
24,42,2285,84
24,43,909,84
24,44,4683,52
24,45,2086,24
24,46,840,76
24,47,1355,75
24,48,270,76
24,49,2558,52
24,50,1641,28
24,51,1607,44
24,52,658,44
24,53,893,52
24,54,2437,44
24,55,727,44
24,56,3156,53
24,57,4750,44
24,58,736,27
24,59,6723,32
24,60,2953,32
24,61,946,28
24,62,4369,32
24,63,2185,84
24,64,2498,75
24,65,966,76
24,66,2115,76
24,67,4462,44
24,68,3796,44
24,69,4781,84
24,70,974,27
24,71,1998,27
24,72,1792,52
24,73,1860,84
24,74,3508,84
24,75,4582,11
24,76,3488,28
24,77,4334,11
24,78,4951,11
24,79,1180,75
24,80,1365,32
24,81,1941,76
24,82,1005,76
24,83,1260,93
24,01,2335,84
24,02,1579,32
24,03,1386,84
24,04,843,93
24,05,647,93
24,06,4871,93
24,07,1613,84
24,08,850,44
24,09,760,76
24,10,1060,44
24,11,1855,76
24,12,1205,76
24,13,7200,93
24,14,2372,28
24,15,453,84
24,16,1278,75
24,17,2633,75
24,18,1081,24
24,19,975,75
24,21,1851,27
24,22,2203,53
24,23,494,75
24,24,2018,75
24,25,2011,27
24,26,2190,84
24,27,2078,28
24,28,1552,24
24,29,3177,53
24,2A,549,94
24,2B,537,94
24,30,3313,76
24,31,4684,76
24,32,878,76
24,33,5417,75
24,34,4537,76
24,35,3019,53
24,36,774,24
24,37,2067,24
24,38,4274,84
24,39,680,27
24,83,3927,93
24,84,2246,93
24,85,2645,52
24,86,1408,75
24,87,1210,75
24,88,1606,44
24,89,1361,27
24,90,570,27
24,91,3747,11
24,92,4177,11
24,93,2689,11
24,94,3264,11
24,95,3068,11
25,33,6,75
25,34,31,76
25,35,12,53
25,36,4,24
25,37,8,24
25,38,26,84
25,39,7,27
25,40,13,75
25,41,5,24
25,42,6,84
25,43,3,84
25,44,33,52
25,45,9,24
25,46,0,76
25,47,5,75
25,48,1,76
25,49,12,52
25,50,4,28
25,51,11,44
25,52,8,44
25,53,4,52
25,54,12,44
25,55,4,44
25,56,19,53
25,57,15,44
25,58,17,27
25,59,24,32
25,60,13,32
25,61,5,28
25,62,19,32
25,63,12,84
25,64,5,75
25,65,1,76
25,66,6,76
25,67,11,44
25,68,23,44
25,69,28,84
25,70,3,27
25,71,16,27
25,72,12,52
25,73,3,84
25,74,16,84
25,75,54,11
25,76,36,28
25,77,0,11
25,01,7,84
25,02,10,32
25,03,6,84
25,04,5,93
25,05,2,93
25,06,30,93
25,07,9,84
25,08,2,44
25,09,3,76
25,10,4,44
25,11,3,76
25,12,2,76
25,13,73,93
25,14,2,28
25,15,3,84
25,16,1,75
25,17,10,75
25,18,22,24
25,19,0,75
25,21,28,27
25,22,3,53
25,23,3,75
25,24,8,75
25,25,5,27
25,26,6,84
25,27,5,28
25,28,3,24
25,29,22,53
25,2A,0,94
25,2B,0,94
25,30,21,76
25,31,111,76
25,32,0,76
25,33,34,75
25,77,31,11
25,78,32,11
25,79,6,75
25,80,7,32
25,81,14,76
25,82,1,76
25,83,25,93
25,84,17,93
25,85,23,52
25,86,9,75
25,87,5,75
25,88,1,44
25,89,69,27
25,90,2,27
25,91,46,11
25,92,75,11
25,93,39,11
25,94,19,11
25,95,26,11
26,01,25,84
26,02,36,32
26,03,27,84
26,04,6,93
26,05,3,93
26,06,104,93
26,07,4,84
26,08,14,44
26,09,5,76
26,10,9,44
26,11,27,76
26,12,28,76
26,13,109,93
26,14,13,28
26,15,1,84
26,16,18,75
26,17,40,75
26,18,32,24
26,19,2,75
26,21,149,27
26,22,54,53
26,23,6,75
26,24,19,75
26,25,13,27
26,26,39,84
26,27,16,28
26,28,11,24
26,29,52,53
26,2A,6,94
26,2B,6,94
26,30,22,76
26,31,189,76
26,32,5,76
26,33,83,75
26,34,146,76
26,35,65,53
26,36,4,24
26,37,16,24
26,38,103,84
26,39,9,27
26,40,10,75
26,41,13,24
26,42,25,84
26,43,34,84
26,44,33,52
26,45,22,24
26,46,5,76
26,47,4,75
26,48,1,76
26,49,190,52
26,50,21,28
26,51,19,44
26,52,13,44
26,53,19,52
26,54,51,44
26,55,3,44
26,56,54,53
26,57,82,44
26,58,8,27
26,59,209,32
26,60,44,32
26,61,9,28
26,62,85,32
26,63,25,84
26,64,14,75
26,65,17,76
26,66,105,76
26,67,35,44
26,68,37,44
26,69,82,84
26,70,10,27
26,71,12,27
26,72,28,52
26,73,6,84
26,74,22,84
26,75,58,11
26,76,91,28
26,77,223,11
26,78,61,11
26,79,13,75
26,80,96,32
26,81,27,76
26,82,11,76
26,83,192,93
26,84,55,93
26,85,31,52
26,86,10,75
26,87,12,75
26,88,40,44
26,89,23,27
26,90,14,27
26,91,426,11
26,92,372,11
26,93,132,11
26,94,133,11
26,95,77,11
27,01,27559,84
27,02,14283,32
27,03,15522,84
27,04,9858,93
27,05,10075,93
27,06,39245,93
27,07,20278,84
27,08,8048,44
27,09,11668,76
27,10,9208,44
27,11,22851,76
27,12,19572,76
27,13,81185,93
27,14,42194,28
27,15,7910,84
27,16,19200,75
27,17,42173,75
27,18,12867,24
27,19,15983,75
27,21,27176,27
27,22,47526,53
27,23,6663,75
27,24,25809,75
27,25,25446,27
27,26,29111,84
27,27,23524,28
27,28,15760,24
27,29,80253,53
27,2A,4327,94
27,2B,5181,94
27,30,36876,76
27,31,102999,76
27,32,14780,76
27,33,109886,75
27,34,67343,76
27,35,81144,53
27,36,9559,24
27,37,36174,24
27,38,75416,84
27,39,13104,27
27,40,31201,75
27,41,15380,24
27,42,32697,84
27,43,11682,84
27,44,112261,52
27,45,28858,24
27,46,15232,76
27,47,15429,75
27,48,5047,76
27,49,47217,52
27,50,29602,28
27,51,18809,44
27,52,5894,44
27,53,14097,52
27,54,33432,44
27,55,6699,44
27,56,55676,53
27,57,37105,44
27,58,10357,27
27,59,89269,32
27,60,24075,32
27,61,12288,28
27,62,45235,32
27,63,40891,84
27,64,49199,75
27,65,15638,76
27,66,22987,76
27,67,49684,44
27,68,27398,44
27,69,98870,84
27,70,10131,27
27,71,26920,27
27,72,27441,52
27,73,26054,84
27,74,40393,84
27,75,186208,11
27,76,59498,28
27,77,50244,11
27,78,76707,11
27,79,21870,75
27,80,18456,32
27,81,26005,76
27,82,13943,76
27,83,39582,93
27,84,24103,93
27,85,37013,52
27,86,24894,75
27,87,25021,75
27,88,15376,44
27,89,13022,27
27,90,5473,27
27,91,56711,11
27,92,96482,11
27,93,44804,11
27,94,64613,11
27,95,41723,11
28,01,4,84
28,02,11,32
28,03,5,84
28,04,1,93
28,05,12,93
28,06,32,93
28,07,27,84
28,08,3,44
28,09,2,76
28,10,0,44
28,11,25,76
28,12,9,76
28,13,385,93
28,14,35,28
28,15,0,84
28,16,0,75
28,17,11,75
28,18,16,24
28,19,3,75
28,21,75,27
28,22,30,53
28,23,0,75
28,24,117,75
28,25,11,27
28,26,27,84
28,27,16,28
28,28,0,24
28,29,33,53
28,2A,2,94
28,2B,3,94
28,30,14,76
28,31,22,76
28,32,3,76
28,33,261,75
28,34,32,76
28,35,12,53
28,36,6,24
28,37,1,24
28,38,49,84
28,39,0,27
28,40,7,75
28,41,17,24
28,42,12,84
28,43,3,84
28,44,95,52
28,45,9,24
28,46,0,76
28,47,7,75
28,48,1,76
28,49,75,52
28,50,15,28
28,51,12,44
28,52,4,44
28,53,0,52
28,54,12,44
28,55,0,44
28,56,45,53
28,57,14,44
28,58,4,27
28,59,109,32
28,60,10,32
28,61,4,28
28,62,119,32
28,63,11,84
28,64,9,75
28,65,14,76
28,66,16,76
28,67,17,44
28,68,32,44
28,69,36,84
28,70,3,27
28,71,10,27
28,72,22,52
28,73,1,84
28,74,22,84
28,75,38,11
28,76,36,28
28,77,69,11
28,78,62,11
28,79,15,75
28,80,28,32
28,81,17,76
28,82,31,76
28,83,86,93
28,84,47,93
28,85,21,52
28,86,31,75
28,87,1,75
28,88,0,44
28,89,4,27
28,90,8,27
28,91,79,11
28,92,108,11
28,93,31,11
28,94,166,11
28,95,51,11
29,56,4700,53
29,57,5693,44
29,58,2707,27
29,59,14999,32
29,60,4683,32
29,61,3289,28
29,62,18609,32
29,63,7895,84
29,64,22629,75
29,65,6910,76
29,66,4918,76
29,67,5696,44
29,68,4251,44
29,69,6504,84
29,70,2893,27
29,71,6897,27
29,72,3730,52
29,73,3307,84
29,74,5603,84
29,75,3111,11
29,76,8745,28
29,77,5646,11
29,78,5246,11
29,79,4889,75
29,80,9626,32
29,81,8913,76
29,82,5798,76
29,83,6838,93
29,84,4036,93
29,85,8047,52
29,86,5872,75
29,87,5756,75
29,88,3893,44
29,89,3612,27
29,90,885,27
29,91,4381,11
29,92,3366,11
29,93,2262,11
29,94,2828,11
29,95,3261,11
29,01,5027,84
29,02,4021,32
29,03,5147,84
29,04,2630,93
29,05,2160,93
29,06,4581,93
29,07,4844,84
29,08,2800,44
29,09,4639,76
29,10,2232,44
29,11,5874,76
29,12,10100,76
29,13,9480,93
29,14,7750,28
29,15,3435,84
29,16,4830,75
29,17,9170,75
29,18,3442,24
29,19,5929,75
29,21,5125,27
29,22,8230,53
29,23,2865,75
29,24,9082,75
29,25,4788,27
29,26,5153,84
29,27,6798,28
29,28,3443,24
29,29,8905,53
29,2A,2706,94
29,2B,3385,94
29,30,6695,76
29,31,15071,76
29,32,6219,76
29,33,19406,75
29,34,9940,76
29,35,8058,53
29,36,3345,24
29,37,5177,24
29,38,8106,84
29,39,4117,27
29,40,15274,75
29,41,3622,24
29,42,5288,84
29,43,3728,84
29,44,9492,52
29,45,5494,24
29,46,4980,76
29,47,7181,75
29,48,2758,76
29,49,6743,52
29,50,7363,28
29,51,3649,44
29,52,1983,44
29,53,2442,52
29,54,4329,44
29,55,2202,44
29,56,3505,53
30,49,29,52
30,50,23,28
30,51,42,44
30,52,9,44
30,53,13,52
30,54,46,44
30,55,10,44
30,56,70,53
30,57,48,44
30,58,17,27
30,59,158,32
30,60,46,32
30,61,20,28
30,62,63,32
30,63,33,84
30,64,72,75
30,65,20,76
30,66,44,76
30,67,66,44
30,68,62,44
30,69,84,84
30,70,19,27
30,71,31,27
30,72,49,52
30,73,37,84
30,74,62,84
30,75,182,11
30,76,64,28
30,77,78,11
30,78,130,11
30,79,21,75
30,80,16,32
30,81,24,76
30,82,30,76
30,83,96,93
30,84,64,93
30,85,70,52
30,86,18,75
30,87,21,75
30,88,27,44
30,89,25,27
30,90,6,27
30,91,74,11
30,92,70,11
30,01,40,84
30,02,29,32
30,03,35,84
30,04,18,93
30,05,18,93
30,06,160,93
30,07,26,84
30,08,25,44
30,09,31,76
30,10,23,44
30,11,60,76
30,12,28,76
30,13,135,93
30,14,49,28
30,15,8,84
30,16,16,75
30,17,79,75
30,18,18,24
30,19,23,75
30,21,36,27
30,22,50,53
30,23,22,75
30,24,48,75
30,25,40,27
30,26,38,84
30,27,52,28
30,28,29,24
30,29,78,53
30,2A,16,94
30,2B,12,94
30,30,78,76
30,31,102,76
30,32,11,76
30,33,516,75
30,34,140,76
30,35,58,53
30,36,18,24
30,37,39,24
30,38,130,84
30,39,19,27
30,40,32,75
30,41,21,24
30,42,42,84
30,43,30,84
30,44,107,52
30,45,20,24
30,46,19,76
30,47,29,75
30,48,10,76
30,49,23,52
30,92,73,11
30,93,77,11
30,94,69,11
30,95,68,11
31,41,281,24
31,42,690,84
31,43,169,84
31,44,2176,52
31,45,609,24
31,46,200,76
31,47,251,75
31,48,88,76
31,49,911,52
31,50,397,28
31,51,330,44
31,52,132,44
31,53,302,52
31,54,624,44
31,55,106,44
31,56,1429,53
31,57,689,44
31,58,147,27
31,59,1750,32
31,60,548,32
31,61,213,28
31,62,910,32
31,63,678,84
31,64,999,75
31,65,397,76
31,66,453,76
31,67,1322,44
31,68,821,44
31,69,1852,84
31,70,145,27
31,71,490,27
31,72,438,52
31,73,461,84
31,74,809,84
31,75,1462,11
31,76,898,28
31,77,953,11
31,78,1412,11
31,79,420,75
31,80,325,32
31,81,439,76
31,82,323,76
31,83,707,93
31,84,48,93
31,01,1497,84
31,02,302,32
31,03,259,84
31,04,150,93
31,05,132,93
31,06,678,93
31,07,347,84
31,08,130,44
31,09,200,76
31,10,188,44
31,11,397,76
31,12,315,76
31,13,1231,93
31,14,794,28
31,15,131,84
31,16,333,75
31,17,767,75
31,18,220,24
31,19,221,75
31,21,777,27
31,22,975,53
31,23,184,75
31,24,330,75
31,25,456,27
31,26,455,84
31,27,469,28
31,28,351,24
31,29,1672,53
31,2A,254,94
31,2B,745,94
31,30,519,76
31,31,1671,76
31,32,195,76
31,33,1840,75
31,34,1058,76
31,35,1709,53
31,36,163,24
31,37,606,24
31,38,1225,84
31,39,251,27
31,40,392,75
31,41,17,24
31,84,378,93
31,85,658,52
31,86,424,75
31,87,337,75
31,88,272,44
31,89,279,27
31,90,111,27
31,91,1132,11
31,92,1407,11
31,93,718,11
31,94,1028,11
31,95,830,11
32,34,100,76
32,35,41,53
32,36,2,24
32,37,11,24
32,38,107,84
32,39,4,27
32,40,19,75
32,41,16,24
32,42,88,84
32,43,17,84
32,44,62,52
32,45,18,24
32,46,4,76
32,47,24,75
32,48,0,76
32,49,40,52
32,50,27,28
32,51,32,44
32,52,4,44
32,53,1,52
32,54,20,44
32,55,8,44
32,56,43,53
32,57,17,44
32,58,10,27
32,59,117,32
32,60,20,32
32,61,15,28
32,62,132,32
32,63,61,84
32,64,36,75
32,65,3,76
32,66,15,76
32,67,28,44
32,68,51,44
32,69,68,84
32,70,5,27
32,71,28,27
32,72,43,52
32,73,4,84
32,74,35,84
32,75,105,11
32,76,82,28
32,77,62,11
32,01,12,84
32,02,45,32
32,03,21,84
32,04,5,93
32,05,3,93
32,06,71,93
32,07,19,84
32,08,11,44
32,09,9,76
32,10,19,44
32,11,37,76
32,12,28,76
32,13,112,93
32,14,45,28
32,15,5,84
32,16,23,75
32,17,165,75
32,18,26,24
32,19,1,75
32,21,22,27
32,22,34,53
32,23,1,75
32,24,13,75
32,25,8,27
32,26,10,84
32,27,30,28
32,28,20,24
32,29,116,53
32,2A,14,94
32,2B,5,94
32,30,87,76
32,31,144,76
32,32,52,76
32,33,88,75
32,34,46,76
32,77,32,11
32,78,51,11
32,79,21,75
32,80,14,32
32,81,29,76
32,82,18,76
32,83,42,93
32,84,27,93
32,85,88,52
32,86,38,75
32,87,39,75
32,88,9,44
32,89,10,27
32,90,13,27
32,91,102,11
32,92,183,11
32,93,94,11
32,94,112,11
32,95,63,11
33,01,3947,84
33,02,4251,32
33,03,6715,84
33,04,2134,93
33,05,1535,93
33,06,6253,93
33,07,4356,84
33,08,2105,44
33,09,2068,76
33,10,1927,44
33,11,4469,76
33,12,3214,76
33,13,19312,93
33,14,6532,28
33,15,1793,84
33,16,3939,75
33,17,6362,75
33,18,4536,24
33,19,5169,75
33,21,3894,27
33,22,9105,53
33,23,1879,75
33,24,7113,75
33,25,3753,27
33,26,4821,84
33,27,5196,28
33,28,2913,24
33,29,10475,53
33,2A,992,94
33,2B,1572,94
33,30,9873,76
33,31,11989,76
33,32,2279,76
33,33,15075,75
33,34,11599,76
33,35,9056,53
33,36,2830,24
33,37,5677,24
33,38,10691,84
33,39,2372,27
33,40,6188,75
33,41,3154,24
33,42,6856,84
33,43,2476,84
33,44,12658,52
33,45,4997,24
33,46,2656,76
33,47,3627,75
33,48,1081,76
33,49,6054,52
33,50,4810,28
33,51,3482,44
33,52,1134,44
33,53,2163,52
33,54,5834,44
33,55,1219,44
33,56,8056,53
33,57,5716,44
33,58,3070,27
33,59,30508,32
33,60,6309,32
33,61,2189,28
33,62,17732,32
33,63,11402,84
33,64,7307,75
33,65,3580,76
33,66,5118,76
33,67,4434,44
33,68,2791,44
33,69,10491,84
33,70,2000,27
33,71,5263,27
33,72,5318,52
33,73,3873,84
33,74,3918,84
33,75,11317,11
33,76,16718,28
33,77,9216,11
33,78,7932,11
33,79,3327,75
33,80,6298,32
33,81,4036,76
33,82,2515,76
33,83,7553,93
33,84,4600,93
33,85,5405,52
33,86,4482,75
33,87,6130,75
33,88,2968,44
33,89,2771,27
33,90,1162,27
33,91,9976,11
33,92,9322,11
33,93,9884,11
33,94,12249,11
33,95,7113,11
34,01,52,84
34,02,16,32
34,03,11,84
34,04,12,93
34,05,5,93
34,06,159,93
34,07,20,84
34,08,14,44
34,09,6,76
34,10,13,44
34,11,14,76
34,12,11,76
34,13,76,93
34,14,101,28
34,15,2,84
34,16,9,75
34,17,82,75
34,18,22,24
34,19,8,75
34,21,45,27
34,22,79,53
34,23,1,75
34,24,30,75
34,25,17,27
34,26,23,84
34,27,23,28
34,28,16,24
34,29,139,53
34,2A,0,94
34,2B,2,94
34,30,49,76
34,31,59,76
34,32,3,76
34,33,250,75
34,34,75,76
34,35,104,53
34,36,2,24
34,37,61,24
34,38,76,84
34,39,15,27
34,40,12,75
34,41,10,24
34,42,34,84
34,43,9,84
34,44,116,52
34,45,26,24
34,46,11,76
34,47,20,75
34,48,1,76
34,49,71,52
34,50,49,28
34,51,84,44
34,52,1,44
34,53,25,52
34,54,42,44
34,55,15,44
34,56,171,53
34,57,116,44
34,58,30,27
34,59,175,32
34,60,27,32
34,61,60,28
34,62,114,32
34,63,20,84
34,64,52,75
34,65,3,76
34,66,18,76
34,67,49,44
34,68,57,44
34,69,152,84
34,70,2,27
34,71,36,27
34,72,59,52
34,73,12,84
34,74,13,84
34,75,86,11
34,76,163,28
34,77,103,11
34,78,177,11
34,79,41,75
34,80,11,32
34,81,22,76
34,82,14,76
34,83,38,93
34,84,16,93
34,85,92,52
34,86,21,75
34,87,22,75
34,88,4,44
34,89,36,27
34,90,6,27
34,91,265,11
34,92,216,11
34,93,94,11
34,94,81,11
34,95,105,11
35,01,3509,84
35,02,1546,32
35,03,1312,84
35,04,911,93
35,05,866,93
35,06,5581,93
35,07,1760,84
35,08,917,44
35,09,638,76
35,10,1142,44
35,11,1438,76
35,12,1452,76
35,13,7669,93
35,14,3689,28
35,15,583,84
35,16,1989,75
35,17,3599,75
35,18,1202,24
35,19,1059,75
35,21,2890,27
35,22,3399,53
35,23,435,75
35,24,1876,75
35,25,2640,27
35,26,3014,84
35,27,3301,28
35,28,1991,24
35,29,5329,53
35,2A,364,94
35,2B,379,94
35,30,2901,76
35,31,7870,76
35,32,912,76
35,33,8752,75
35,34,5261,76
35,35,7132,53
35,36,980,24
35,37,3518,24
35,38,6849,84
35,39,1531,27
35,40,1998,75
35,41,1584,24
35,42,3286,84
35,43,1145,84
35,44,9304,52
35,45,3310,24
35,46,961,76
35,47,1264,75
35,48,317,76
35,49,5000,52
35,50,2249,28
35,51,2365,44
35,52,615,44
35,53,1524,52
35,54,3327,44
35,55,783,44
35,56,4552,53
35,57,4826,44
35,58,734,27
35,59,12439,32
35,60,3289,32
35,61,1087,28
35,62,5596,32
35,63,3425,84
35,64,3696,75
35,65,1042,76
35,66,1909,76
35,67,6364,44
35,68,4822,44
35,69,8209,84
35,70,1102,27
35,71,2226,27
35,72,2682,52
35,73,2940,84
35,74,5611,84
35,75,5067,11
35,76,4835,28
35,77,5755,11
35,78,7680,11
35,79,1990,75
35,80,1986,32
35,81,1891,76
35,82,1147,76
35,83,4831,93
35,84,2560,93
35,85,4229,52
35,86,2165,75
35,87,1644,75
35,88,1912,44
35,89,1417,27
35,90,661,27
35,91,6130,11
35,92,6802,11
35,93,3120,11
35,94,5142,11
35,95,4412,11
36,57,0,44
36,58,6,27
36,59,24,32
36,60,3,32
36,61,0,28
36,62,13,32
36,63,0,84
36,64,1,75
36,65,1,76
36,66,0,76
36,67,10,44
36,68,5,44
36,69,2,84
36,70,0,27
36,71,1,27
36,72,7,52
36,73,10,84
36,74,2,84
36,75,17,11
36,76,43,28
36,77,17,11
36,78,29,11
36,79,0,75
36,80,2,32
36,81,2,76
36,82,0,76
36,83,5,93
36,84,2,93
36,85,7,52
36,86,6,75
36,87,0,75
36,88,0,44
36,89,1,27
36,90,0,27
36,91,13,11
36,92,60,11
36,93,139,11
36,94,9,11
36,95,21,11
36,01,0,84
36,02,8,32
36,03,1,84
36,04,0,93
36,05,0,93
36,06,15,93
36,07,2,84
36,08,0,44
36,09,5,76
36,10,1,44
36,11,1,76
36,12,0,76
36,13,25,93
36,14,3,28
36,15,0,84
36,16,3,75
36,17,3,75
36,18,2,24
36,19,0,75
36,21,9,27
36,22,3,53
36,23,0,75
36,24,9,75
36,25,1,27
36,26,1,84
36,27,4,28
36,28,0,24
36,29,16,53
36,2A,0,94
36,2B,1,94
36,30,1,76
36,31,7,76
36,32,0,76
36,33,8,75
36,34,5,76
36,35,16,53
36,36,5,24
36,37,2,24
36,38,8,84
36,39,7,27
36,40,0,75
36,41,0,24
36,42,4,84
36,43,0,84
36,44,31,52
36,45,1,24
36,46,3,76
36,47,0,75
36,48,0,76
36,49,18,52
36,50,0,28
36,51,0,44
36,52,2,44
36,53,0,52
36,54,1,44
36,55,0,44
36,56,2,53
36,57,0,44
37,50,26,28
37,51,61,44
37,52,18,44
37,53,51,52
37,54,103,44
37,55,29,44
37,56,230,53
37,57,139,44
37,58,38,27
37,59,292,32
37,60,123,32
37,61,84,28
37,62,203,32
37,63,92,84
37,64,231,75
37,65,47,76
37,66,71,76
37,67,294,44
37,68,134,44
37,69,203,84
37,70,42,27
37,71,63,27
37,72,80,52
37,73,93,84
37,74,98,84
37,75,356,11
37,76,119,28
37,77,106,11
37,78,310,11
37,79,74,75
37,80,67,32
37,81,63,76
37,82,34,76
37,83,159,93
37,84,89,93
37,85,114,52
37,86,53,75
37,87,47,75
37,88,73,44
37,89,52,27
37,90,13,27
37,91,148,11
37,92,161,11
37,93,13,11
37,01,81,84
37,02,63,32
37,03,96,84
37,04,31,93
37,05,45,93
37,06,98,93
37,07,67,84
37,08,26,44
37,09,32,76
37,10,59,44
37,11,66,76
37,12,50,76
37,13,200,93
37,14,93,28
37,15,24,84
37,16,7,75
37,17,103,75
37,18,92,24
37,19,57,75
37,21,83,27
37,22,213,53
37,23,34,75
37,24,92,75
37,25,74,27
37,26,71,84
37,27,64,28
37,28,123,24
37,29,163,53
37,2A,20,94
37,2B,29,94
37,30,89,76
37,31,212,76
37,32,38,76
37,33,202,75
37,34,139,76
37,35,160,53
37,36,44,24
37,37,246,24
37,38,171,84
37,39,56,27
37,40,60,75
37,41,96,24
37,42,96,84
37,43,44,84
37,44,194,52
37,45,237,24
37,46,67,76
37,47,49,75
37,48,14,76
37,49,263,52
37,50,44,28
37,93,88,11
37,94,117,11
37,95,88,11
38,42,4,84
38,43,5,84
38,44,19,52
38,45,7,24
38,46,1,76
38,47,4,75
38,48,0,76
38,49,2,52
38,50,8,28
38,51,9,44
38,52,1,44
38,53,4,52
38,54,2,44
38,55,0,44
38,56,12,53
38,57,5,44
38,58,7,27
38,59,24,32
38,60,6,32
38,61,2,28
38,62,8,32
38,63,11,84
38,64,1,75
38,65,1,76
38,66,13,76
38,67,7,44
38,68,8,44
38,69,8,84
38,70,2,27
38,71,1,27
38,72,19,52
38,73,0,84
38,74,3,84
38,75,17,11
38,76,28,28
38,77,16,11
38,78,2,11
38,79,1,75
38,80,2,32
38,81,0,76
38,82,1,76
38,83,8,93
38,84,8,93
38,85,9,52
38,01,4,84
38,02,9,32
38,03,2,84
38,04,0,93
